1,514,855.00,884.00,94.00,195.00,1,-1,-1,-1
2,514,856.00,878.00,95.00,199.00,1,-1,-1,-1
6,514,850.00,851.00,99.00,200.00,1,-1,-1,-1
7,514,850.00,845.00,97.00,196.00,1,-1,-1,-1
13,515,1254.00,755.00,105.00,203.00,1,-1,-1,-1
14,515,1255.00,749.00,104.00,201.00,1,-1,-1,-1
14,514,841.00,811.00,97.00,187.00,1,-1,-1,-1
16,515,1251.00,735.00,106.00,201.00,1,-1,-1,-1
19,514,835.00,779.00,97.00,196.00,1,-1,-1,-1
20,514,834.00,775.00,96.00,195.00,1,-1,-1,-1
21,514,833.00,772.00,95.00,195.00,1,-1,-1,-1
25,515,1252.00,690.00,101.00,198.00,1,-1,-1,-1
25,514,827.00,752.00,95.00,199.00,1,-1,-1,-1
26,516,16.00,906.00,78.00,173.00,1,-1,-1,-1
26,515,1251.00,686.00,102.00,196.00,1,-1,-1,-1
26,514,827.00,747.00,94.00,200.00,1,-1,-1,-1
27,514,827.00,743.00,94.00,198.00,1,-1,-1,-1
29,514,826.00,731.00,95.00,202.00,1,-1,-1,-1
30,515,1244.00,670.00,101.00,195.00,1,-1,-1,-1
31,517,1530.00,816.00,90.00,183.00,1,-1,-1,-1
31,515,1241.00,664.00,101.00,202.00,1,-1,-1,-1
31,514,825.00,724.00,93.00,196.00,1,-1,-1,-1
32,517,1529.00,814.00,90.00,182.00,1,-1,-1,-1
32,515,1238.00,661.00,103.00,205.00,1,-1,-1,-1
33,515,1236.00,657.00,102.00,206.00,1,-1,-1,-1
36,515,1229.00,642.00,103.00,201.00,1,-1,-1,-1
37,515,1228.00,639.00,106.00,202.00,1,-1,-1,-1
38,515,1231.00,631.00,100.00,209.00,1,-1,-1,-1
39,515,1230.00,629.00,101.00,203.00,1,-1,-1,-1
40,515,1226.00,628.00,104.00,198.00,1,-1,-1,-1
41,515,1224.00,624.00,105.00,199.00,1,-1,-1,-1
42,515,1223.00,621.00,106.00,198.00,1,-1,-1,-1
48,518,1566.00,917.00,86.00,162.00,1,-1,-1,-1
49,518,1564.00,912.00,85.00,167.00,1,-1,-1,-1
49,515,1226.00,599.00,103.00,203.00,1,-1,-1,-1
51,518,1560.00,900.00,85.00,179.00,1,-1,-1,-1
53,518,1556.00,895.00,89.00,184.00,1,-1,-1,-1
53,515,1229.00,584.00,100.00,192.00,1,-1,-1,-1
54,518,1551.00,894.00,90.00,185.00,1,-1,-1,-1
54,515,1231.00,583.00,98.00,190.00,1,-1,-1,-1
55,518,1548.00,890.00,91.00,189.00,1,-1,-1,-1
55,515,1231.00,580.00,95.00,194.00,1,-1,-1,-1
56,518,1545.00,886.00,91.00,193.00,1,-1,-1,-1
57,518,1544.00,882.00,90.00,197.00,1,-1,-1,-1
58,518,1542.00,876.00,90.00,201.00,1,-1,-1,-1
59,518,1541.00,869.00,89.00,206.00,1,-1,-1,-1
60,518,1539.00,867.00,87.00,204.00,1,-1,-1,-1
61,518,1538.00,866.00,85.00,199.00,1,-1,-1,-1
64,519,67.00,933.00,85.00,146.00,1,-1,-1,-1
64,515,1228.00,552.00,99.00,195.00,1,-1,-1,-1
65,518,1531.00,849.00,86.00,202.00,1,-1,-1,-1
65,515,1227.00,548.00,99.00,197.00,1,-1,-1,-1
66,518,1528.00,848.00,86.00,208.00,1,-1,-1,-1
68,518,1522.00,842.00,86.00,212.00,1,-1,-1,-1
69,515,1225.00,542.00,100.00,182.00,1,-1,-1,-1
70,520,1145.00,968.00,98.00,111.00,1,-1,-1,-1
70,519,38.00,933.00,86.00,146.00,1,-1,-1,-1
70,515,1225.00,540.00,100.00,186.00,1,-1,-1,-1
71,520,1143.00,964.00,97.00,115.00,1,-1,-1,-1
71,519,34.00,933.00,82.00,146.00,1,-1,-1,-1
72,520,1142.00,962.00,98.00,117.00,1,-1,-1,-1
73,520,1140.00,959.00,99.00,120.00,1,-1,-1,-1
74,520,1139.00,957.00,100.00,122.00,1,-1,-1,-1
75,520,1138.00,953.00,99.00,126.00,1,-1,-1,-1
76,520,1138.00,950.00,98.00,129.00,1,-1,-1,-1
77,520,1136.00,948.00,100.00,131.00,1,-1,-1,-1
78,520,1135.00,946.00,101.00,133.00,1,-1,-1,-1
79,520,1135.00,944.00,100.00,135.00,1,-1,-1,-1
80,520,1134.00,940.00,102.00,139.00,1,-1,-1,-1
81,520,1133.00,938.00,103.00,141.00,1,-1,-1,-1
81,515,1228.00,519.00,102.00,182.00,1,-1,-1,-1
82,515,1227.00,517.00,101.00,179.00,1,-1,-1,-1
83,520,1133.00,932.00,104.00,147.00,1,-1,-1,-1
83,515,1226.00,517.00,102.00,177.00,1,-1,-1,-1
84,520,1134.00,930.00,102.00,149.00,1,-1,-1,-1
84,515,1226.00,515.00,102.00,178.00,1,-1,-1,-1
85,520,1133.00,928.00,105.00,151.00,1,-1,-1,-1
86,520,1134.00,925.00,104.00,154.00,1,-1,-1,-1
87,520,1134.00,923.00,106.00,156.00,1,-1,-1,-1
88,520,1137.00,922.00,102.00,157.00,1,-1,-1,-1
89,520,1138.00,919.00,102.00,160.00,1,-1,-1,-1
90,520,1139.00,911.00,102.00,168.00,1,-1,-1,-1
91,520,1139.00,906.00,103.00,173.00,1,-1,-1,-1
93,521,1404.00,915.00,83.00,164.00,1,-1,-1,-1
93,520,1140.00,901.00,101.00,178.00,1,-1,-1,-1
94,520,1139.00,896.00,102.00,183.00,1,-1,-1,-1
95,520,1137.00,898.00,103.00,181.00,1,-1,-1,-1
96,522,1293.00,891.00,81.00,180.00,1,-1,-1,-1
96,520,1135.00,895.00,105.00,184.00,1,-1,-1,-1
97,520,1134.00,894.00,104.00,185.00,1,-1,-1,-1
98,520,1133.00,893.00,105.00,186.00,1,-1,-1,-1
99,520,1133.00,890.00,105.00,189.00,1,-1,-1,-1
100,520,1132.00,886.00,103.00,193.00,1,-1,-1,-1
101,520,1129.00,883.00,104.00,196.00,1,-1,-1,-1
102,520,1129.00,877.00,103.00,202.00,1,-1,-1,-1
103,520,1130.00,873.00,103.00,206.00,1,-1,-1,-1
104,520,1128.00,869.00,103.00,209.00,1,-1,-1,-1
105,523,267.00,575.00,78.00,186.00,1,-1,-1,-1
105,520,1126.00,869.00,104.00,208.00,1,-1,-1,-1
106,523,267.00,574.00,78.00,186.00,1,-1,-1,-1
106,520,1125.00,867.00,105.00,209.00,1,-1,-1,-1
107,520,1124.00,865.00,103.00,208.00,1,-1,-1,-1
108,520,1124.00,862.00,103.00,209.00,1,-1,-1,-1
109,520,1122.00,860.00,104.00,207.00,1,-1,-1,-1
110,520,1120.00,858.00,105.00,208.00,1,-1,-1,-1
111,524,940.00,935.00,92.00,144.00,1,-1,-1,-1
111,520,1120.00,854.00,104.00,211.00,1,-1,-1,-1
112,524,942.00,932.00,91.00,147.00,1,-1,-1,-1
112,520,1120.00,850.00,104.00,214.00,1,-1,-1,-1
113,520,1121.00,847.00,103.00,215.00,1,-1,-1,-1
114,520,1120.00,848.00,102.00,213.00,1,-1,-1,-1
115,525,77.00,955.00,86.00,124.00,1,-1,-1,-1
115,520,1121.00,844.00,101.00,217.00,1,-1,-1,-1
116,525,75.00,948.00,86.00,131.00,1,-1,-1,-1
116,520,1122.00,845.00,100.00,216.00,1,-1,-1,-1
117,525,74.00,940.00,89.00,139.00,1,-1,-1,-1
117,520,1122.00,841.00,101.00,216.00,1,-1,-1,-1
118,525,74.00,936.00,90.00,143.00,1,-1,-1,-1
118,520,1120.00,840.00,103.00,217.00,1,-1,-1,-1
119,525,73.00,932.00,91.00,147.00,1,-1,-1,-1
119,520,1120.00,838.00,103.00,217.00,1,-1,-1,-1
120,525,73.00,928.00,92.00,151.00,1,-1,-1,-1
120,520,1120.00,838.00,104.00,214.00,1,-1,-1,-1
121,525,75.00,925.00,90.00,154.00,1,-1,-1,-1
121,520,1122.00,836.00,102.00,212.00,1,-1,-1,-1
122,525,75.00,921.00,89.00,158.00,1,-1,-1,-1
122,520,1123.00,832.00,102.00,212.00,1,-1,-1,-1
123,525,75.00,917.00,90.00,162.00,1,-1,-1,-1
