1,754,371.99,417.24,68.92,209.38,1,-1,-1,-1
1,674,1036.78,449.20,63.97,194.04,1,-1,-1,-1
2,754,369.95,403.10,77.20,234.26,1,-1,-1,-1
3,754,375.84,394.69,83.95,254.49,1,-1,-1,-1
4,800,1460.77,43.52,193.19,581.54,1,-1,-1,-1
4,798,1373.15,189.63,85.33,257.99,1,-1,-1,-1
4,797,79.77,206.00,213.15,641.43,1,-1,-1,-1
4,796,689.81,195.71,64.43,195.27,1,-1,-1,-1
4,795,807.14,135.36,73.64,222.93,1,-1,-1,-1
4,794,528.67,47.79,88.60,267.71,1,-1,-1,-1
4,793,296.57,43.22,210.12,632.36,1,-1,-1,-1
4,791,191.25,65.68,159.99,482.04,1,-1,-1,-1
4,790,1346.16,356.05,156.74,472.16,1,-1,-1,-1
4,788,1409.00,513.00,159.00,479.00,1,-1,-1,-1
4,787,1488.28,67.78,49.63,150.91,1,-1,-1,-1
4,783,541.94,62.16,41.06,125.23,1,-1,-1,-1
4,782,1795.52,201.04,61.00,184.95,1,-1,-1,-1
4,779,1580.51,117.94,108.58,327.90,1,-1,-1,-1
4,778,283.33,125.45,55.57,168.71,1,-1,-1,-1
4,776,1445.04,245.88,58.11,176.31,1,-1,-1,-1
4,775,234.93,78.98,63.98,193.94,1,-1,-1,-1
4,774,1407.07,195.06,59.68,181.13,1,-1,-1,-1
4,773,219.36,400.66,60.92,184.70,1,-1,-1,-1
4,772,872.58,119.83,62.35,189.03,1,-1,-1,-1
4,771,244.30,356.40,76.06,230.21,1,-1,-1,-1
4,770,1377.00,561.00,79.00,239.00,1,-1,-1,-1
4,768,352.63,94.92,61.95,187.84,1,-1,-1,-1
4,767,910.93,121.99,60.00,182.06,1,-1,-1,-1
4,766,498.41,133.70,56.77,172.27,1,-1,-1,-1
4,765,1090.99,207.14,59.63,180.89,1,-1,-1,-1
4,764,1727.75,456.16,71.07,215.21,1,-1,-1,-1
4,763,792.96,148.08,55.57,168.71,1,-1,-1,-1
4,762,1043.80,134.38,59.63,180.89,1,-1,-1,-1
4,761,1629.79,249.76,70.20,212.72,1,-1,-1,-1
4,760,536.08,145.16,62.75,190.32,1,-1,-1,-1
4,759,97.00,545.00,79.00,239.00,1,-1,-1,-1
4,754,377.24,390.30,87.37,264.66,1,-1,-1,-1
5,800,1460.56,43.70,193.26,581.74,1,-1,-1,-1
5,798,1364.95,174.16,88.61,267.85,1,-1,-1,-1
5,797,55.40,212.00,210.07,632.17,1,-1,-1,-1
5,796,690.15,196.58,63.98,193.90,1,-1,-1,-1
5,795,807.14,135.36,73.64,222.93,1,-1,-1,-1
5,794,533.43,52.15,84.69,255.95,1,-1,-1,-1
5,793,296.57,43.22,210.12,632.36,1,-1,-1,-1
5,791,191.04,74.25,148.54,447.60,1,-1,-1,-1
5,790,1341.95,351.44,164.12,494.37,1,-1,-1,-1
5,788,1409.00,513.00,159.00,479.00,1,-1,-1,-1
5,787,1488.06,68.93,48.91,148.72,1,-1,-1,-1
5,782,1805.25,198.09,62.31,188.91,1,-1,-1,-1
5,778,284.84,126.25,53.25,161.71,1,-1,-1,-1
5,776,1444.15,244.60,58.91,178.74,1,-1,-1,-1
5,775,234.93,78.98,63.98,193.94,1,-1,-1,-1
5,774,1403.45,191.88,57.89,175.73,1,-1,-1,-1
5,773,209.50,400.63,59.62,180.78,1,-1,-1,-1
5,772,873.59,121.30,60.51,183.50,1,-1,-1,-1
5,771,241.13,353.49,78.06,236.24,1,-1,-1,-1
5,770,1374.23,553.50,82.61,249.89,1,-1,-1,-1
5,769,202.54,72.35,92.37,279.60,1,-1,-1,-1
5,768,352.56,96.81,60.52,183.53,1,-1,-1,-1
5,767,908.88,123.60,55.67,168.99,1,-1,-1,-1
5,766,496.24,124.41,60.91,184.78,1,-1,-1,-1
5,765,1090.80,207.14,59.63,180.89,1,-1,-1,-1
5,764,1727.08,459.39,69.57,210.70,1,-1,-1,-1
5,763,792.96,148.08,55.57,168.71,1,-1,-1,-1
5,762,1041.71,132.68,62.36,189.15,1,-1,-1,-1
5,761,1625.36,245.48,67.38,204.18,1,-1,-1,-1
5,760,533.35,145.07,61.33,186.01,1,-1,-1,-1
5,759,97.00,545.00,79.00,239.00,1,-1,-1,-1
5,754,377.30,387.99,89.14,269.88,1,-1,-1,-1
6,805,1548.50,240.61,67.14,203.69,1,-1,-1,-1
6,804,1050.61,129.80,89.16,269.56,1,-1,-1,-1
6,802,1126.67,73.54,162.79,490.27,1,-1,-1,-1
6,800,1495.01,167.42,148.82,448.35,1,-1,-1,-1
